,,,,
Current Estimate,-0.17,-0.14,-0.51,-0.36
7 Days Ago,-0.17,-0.14,-0.51,-0.36
30 Days Ago,-0.17,-0.14,-0.51,-0.36
60 Days Ago,-0.17,-0.14,-0.51,-0.38
90 Days Ago,-0.17,-0.14,-0.51,-0.38
